Area,Item,Year,Unit,Value
Niger,Natural gas (including LNG),2015,NULL,NULL
Niger,Natural gas (including LNG),2020,NULL,NULL
Nigeria,Natural gas (including LNG),2010,kilotonnes,6.0758
Nigeria,Natural gas (including LNG),2015,kilotonnes,41.2022
Nigeria,Natural gas (including LNG),2020,kilotonnes,66.8409
Niue,Natural gas (including LNG),2010,NULL,NULL
Niue,Natural gas (including LNG),2015,NULL,NULL
Niue,Natural gas (including LNG),2020,NULL,NULL
Norfolk Island,Natural gas (including LNG),2010,NULL,NULL
Norfolk Island,Natural gas (including LNG),2015,NULL,NULL
Norfolk Island,Natural gas (including LNG),2020,NULL,NULL
North Macedonia,Natural gas (including LNG),2010,kilotonnes,2.8755
North Macedonia,Natural gas (including LNG),2015,kilotonnes,1.8052
North Macedonia,Natural gas (including LNG),2020,kilotonnes,2.34
Northern Mariana Islands,Natural gas (including LNG),2010,NULL,NULL
Northern Mariana Islands,Natural gas (including LNG),2015,NULL,NULL
Northern Mariana Islands,Natural gas (including LNG),2020,NULL,NULL
Norway,Natural gas (including LNG),2010,kilotonnes,50.8266
Norway,Natural gas (including LNG),2015,kilotonnes,34.5015
Norway,Natural gas (including LNG),2020,kilotonnes,35.343
Oman,Natural gas (including LNG),2010,kilotonnes,520.9055
Oman,Natural gas (including LNG),2015,kilotonnes,313.5732
Oman,Natural gas (including LNG),2020,kilotonnes,224.319
Pacific Islands Trust Territory,Natural gas (including LNG),2010,NULL,NULL
Pacific Islands Trust Territory,Natural gas (including LNG),2015,NULL,NULL
Pacific Islands Trust Territory,Natural gas (including LNG),2020,NULL,NULL
Pakistan,Natural gas (including LNG),2010,kilotonnes,443.6687
Pakistan,Natural gas (including LNG),2015,kilotonnes,391.6779
Pakistan,Natural gas (including LNG),2020,kilotonnes,650.1541
Palau,Natural gas (including LNG),2010,NULL,NULL
Palau,Natural gas (including LNG),2015,NULL,NULL
Palau,Natural gas (including LNG),2020,NULL,NULL
Palestine,Natural gas (including LNG),2010,NULL,NULL
Palestine,Natural gas (including LNG),2015,NULL,NULL
Palestine,Natural gas (including LNG),2020,NULL,NULL
Panama,Natural gas (including LNG),2010,NULL,NULL
Panama,Natural gas (including LNG),2015,NULL,NULL
Panama,Natural gas (including LNG),2020,NULL,NULL
Papua New Guinea,Natural gas (including LNG),2010,NULL,NULL
Papua New Guinea,Natural gas (including LNG),2015,NULL,NULL
Papua New Guinea,Natural gas (including LNG),2020,NULL,NULL
Paraguay,Natural gas (including LNG),2010,NULL,NULL
Paraguay,Natural gas (including LNG),2015,NULL,NULL
Paraguay,Natural gas (including LNG),2020,NULL,NULL
Peru,Natural gas (including LNG),2010,kilotonnes,20.0838
Peru,Natural gas (including LNG),2015,kilotonnes,97.5579
Peru,Natural gas (including LNG),2020,NULL,NULL
Philippines,Natural gas (including LNG),2010,kilotonnes,2.5362
Philippines,Natural gas (including LNG),2015,kilotonnes,1.0263
Philippines,Natural gas (including LNG),2020,kilotonnes,1.0303
Pitcairn,Natural gas (including LNG),2010,NULL,NULL
Pitcairn,Natural gas (including LNG),2015,NULL,NULL
Pitcairn,Natural gas (including LNG),2020,NULL,NULL
Poland,Natural gas (including LNG),2010,kilotonnes,92.6211
Poland,Natural gas (including LNG),2015,kilotonnes,71.3031
Poland,Natural gas (including LNG),2020,kilotonnes,76.7897
Portugal,Natural gas (including LNG),2010,kilotonnes,10.2663
Portugal,Natural gas (including LNG),2015,kilotonnes,15.6519
Portugal,Natural gas (including LNG),2020,kilotonnes,9.6155
Puerto Rico,Natural gas (including LNG),2010,NULL,NULL
Puerto Rico,Natural gas (including LNG),2015,NULL,NULL
Puerto Rico,Natural gas (including LNG),2020,NULL,NULL
Qatar,Natural gas (including LNG),2010,kilotonnes,290.5893
Qatar,Natural gas (including LNG),2015,kilotonnes,196.3567
Qatar,Natural gas (including LNG),2020,kilotonnes,121.5571
Republic of Korea,Natural gas (including LNG),2010,kilotonnes,10.6029
Republic of Korea,Natural gas (including LNG),2015,kilotonnes,6.6759
Republic of Korea,Natural gas (including LNG),2020,kilotonnes,8.6057
Republic of Moldova,Natural gas (including LNG),2010,kilotonnes,5.3856
Republic of Moldova,Natural gas (including LNG),2015,kilotonnes,4.9929
Republic of Moldova,Natural gas (including LNG),2020,kilotonnes,7.4276
Réunion,Natural gas (including LNG),2010,NULL,NULL
Réunion,Natural gas (including LNG),2015,NULL,NULL
Réunion,Natural gas (including LNG),2020,NULL,NULL
Romania,Natural gas (including LNG),2010,kilotonnes,191.8059
Romania,Natural gas (including LNG),2015,kilotonnes,175.8735
Romania,Natural gas (including LNG),2020,kilotonnes,318.3002
Russian Federation,Natural gas (including LNG),2010,kilotonnes,1450.4094
Russian Federation,Natural gas (including LNG),2015,kilotonnes,2891.2257
Russian Federation,Natural gas (including LNG),2020,kilotonnes,3839.3792
Rwanda,Natural gas (including LNG),2010,kilotonnes,0.0082
Rwanda,Natural gas (including LNG),2015,kilotonnes,0.0088
Rwanda,Natural gas (including LNG),2020,kilotonnes,0.0093
"Saint Helena, Ascension and Tristan da Cunha",Natural gas (including LNG),2010,NULL,NULL
"Saint Helena, Ascension and Tristan da Cunha",Natural gas (including LNG),2015,NULL,NULL
"Saint Helena, Ascension and Tristan da Cunha",Natural gas (including LNG),2020,NULL,NULL
Saint Kitts and Nevis,Natural gas (including LNG),2010,NULL,NULL
Saint Kitts and Nevis,Natural gas (including LNG),2015,NULL,NULL
Saint Kitts and Nevis,Natural gas (including LNG),2020,NULL,NULL
Saint Lucia,Natural gas (including LNG),2010,NULL,NULL
Saint Lucia,Natural gas (including LNG),2015,NULL,NULL
Saint Lucia,Natural gas (including LNG),2020,NULL,NULL
Saint Pierre and Miquelon,Natural gas (including LNG),2010,NULL,NULL
Saint Pierre and Miquelon,Natural gas (including LNG),2015,NULL,NULL
Saint Pierre and Miquelon,Natural gas (including LNG),2020,NULL,NULL
Saint Vincent and the Grenadines,Natural gas (including LNG),2010,NULL,NULL
Saint Vincent and the Grenadines,Natural gas (including LNG),2015,NULL,NULL
Saint Vincent and the Grenadines,Natural gas (including LNG),2020,NULL,NULL
Samoa,Natural gas (including LNG),2010,NULL,NULL
Samoa,Natural gas (including LNG),2015,NULL,NULL
Samoa,Natural gas (including LNG),2020,NULL,NULL
San Marino,Natural gas (including LNG),2010,NULL,NULL
San Marino,Natural gas (including LNG),2015,NULL,NULL
San Marino,Natural gas (including LNG),2020,NULL,NULL
Sao Tome and Principe,Natural gas (including LNG),2010,NULL,NULL
Sao Tome and Principe,Natural gas (including LNG),2015,NULL,NULL
Sao Tome and Principe,Natural gas (including LNG),2020,NULL,NULL
Saudi Arabia,Natural gas (including LNG),2010,kilotonnes,2210.6683
Saudi Arabia,Natural gas (including LNG),2015,kilotonnes,1072.4798
Saudi Arabia,Natural gas (including LNG),2020,kilotonnes,887.7161
Senegal,Natural gas (including LNG),2010,NULL,NULL
Senegal,Natural gas (including LNG),2015,NULL,NULL
Senegal,Natural gas (including LNG),2020,NULL,NULL
Serbia,Natural gas (including LNG),2010,kilotonnes,38.0919
Serbia,Natural gas (including LNG),2015,kilotonnes,43.0287
Serbia,Natural gas (including LNG),2020,kilotonnes,45.1829
Serbia and Montenegro,Natural gas (including LNG),2010,NULL,NULL
Serbia and Montenegro,Natural gas (including LNG),2015,NULL,NULL
Serbia and Montenegro,Natural gas (including LNG),2020,NULL,NULL
Seychelles,Natural gas (including LNG),2010,NULL,NULL
Seychelles,Natural gas (including LNG),2015,NULL,NULL
Seychelles,Natural gas (including LNG),2020,NULL,NULL
Sierra Leone,Natural gas (including LNG),2010,NULL,NULL
Sierra Leone,Natural gas (including LNG),2015,NULL,NULL
Sierra Leone,Natural gas (including LNG),2020,NULL,NULL
Singapore,Natural gas (including LNG),2010,kilotonnes,36.2541
Singapore,Natural gas (including LNG),2015,kilotonnes,24.3985
Singapore,Natural gas (including LNG),2020,kilotonnes,24.7582
Slovakia,Natural gas (including LNG),2010,kilotonnes,83.5329
Slovakia,Natural gas (including LNG),2015,kilotonnes,59.2416
Slovakia,Natural gas (including LNG),2020,kilotonnes,45.6317
Slovenia,Natural gas (including LNG),2010,kilotonnes,43.3791
Slovenia,Natural gas (including LNG),2015,kilotonnes,35.527
Slovenia,Natural gas (including LNG),2020,kilotonnes,35.821
Solomon Islands,Natural gas (including LNG),2010,NULL,NULL
Solomon Islands,Natural gas (including LNG),2015,NULL,NULL
Solomon Islands,Natural gas (including LNG),2020,NULL,NULL
Somalia,Natural gas (including LNG),2010,NULL,NULL
Somalia,Natural gas (including LNG),2015,NULL,NULL
Somalia,Natural gas (including LNG),2020,NULL,NULL
South Africa,Natural gas (including LNG),2010,kilotonnes,8.2235
South Africa,Natural gas (including LNG),2015,kilotonnes,29.3866
South Africa,Natural gas (including LNG),2020,kilotonnes,51.448
South Sudan,Natural gas (including LNG),2010,NULL,NULL
South Sudan,Natural gas (including LNG),2015,NULL,NULL
South Sudan,Natural gas (including LNG),2020,NULL,NULL
Spain,Natural gas (including LNG),2010,kilotonnes,358.1424
Spain,Natural gas (including LNG),2015,kilotonnes,197.6964
Spain,Natural gas (including LNG),2020,kilotonnes,144.8839
Sri Lanka,Natural gas (including LNG),2010,NULL,NULL
Sri Lanka,Natural gas (including LNG),2015,NULL,NULL
Sri Lanka,Natural gas (including LNG),2020,NULL,NULL
Sudan,Natural gas (including LNG),2010,NULL,NULL
Sudan,Natural gas (including LNG),2015,NULL,NULL
Sudan,Natural gas (including LNG),2020,NULL,NULL
Sudan (former),Natural gas (including LNG),2010,NULL,NULL
Sudan (former),Natural gas (including LNG),2015,NULL,NULL
Sudan (former),Natural gas (including LNG),2020,NULL,NULL
Suriname,Natural gas (including LNG),2010,NULL,NULL
Suriname,Natural gas (including LNG),2015,NULL,NULL
Suriname,Natural gas (including LNG),2020,NULL,NULL
Svalbard and Jan Mayen Islands,Natural gas (including LNG),2010,NULL,NULL
Svalbard and Jan Mayen Islands,Natural gas (including LNG),2015,NULL,NULL
Svalbard and Jan Mayen Islands,Natural gas (including LNG),2020,NULL,NULL
Sweden,Natural gas (including LNG),2010,kilotonnes,62.832
Sweden,Natural gas (including LNG),2015,kilotonnes,21.3741
Sweden,Natural gas (including LNG),2020,kilotonnes,14.3279
Switzerland,Natural gas (including LNG),2010,kilotonnes,56.8644
Switzerland,Natural gas (including LNG),2015,kilotonnes,56.5901
Switzerland,Natural gas (including LNG),2020,kilotonnes,57.7806
Syrian Arab Republic,Natural gas (including LNG),2010,kilotonnes,58.0879
Syrian Arab Republic,Natural gas (including LNG),2015,kilotonnes,6.6974
Syrian Arab Republic,Natural gas (including LNG),2020,kilotonnes,2.7613
Tajikistan,Natural gas (including LNG),2010,kilotonnes,2.6314
Tajikistan,Natural gas (including LNG),2015,kilotonnes,0.0727
Tajikistan,Natural gas (including LNG),2020,kilotonnes,0.8911
Thailand,Natural gas (including LNG),2010,kilotonnes,121.0917
Thailand,Natural gas (including LNG),2015,kilotonnes,109.4597
Thailand,Natural gas (including LNG),2020,kilotonnes,95.6517
Timor-Leste,Natural gas (including LNG),2010,NULL,NULL
Timor-Leste,Natural gas (including LNG),2015,NULL,NULL
Timor-Leste,Natural gas (including LNG),2020,NULL,NULL
Togo,Natural gas (including LNG),2010,NULL,NULL
Togo,Natural gas (including LNG),2015,NULL,NULL
Togo,Natural gas (including LNG),2020,NULL,NULL
Tokelau,Natural gas (including LNG),2010,NULL,NULL
Tokelau,Natural gas (including LNG),2015,NULL,NULL
Tokelau,Natural gas (including LNG),2020,NULL,NULL
Tonga,Natural gas (including LNG),2010,NULL,NULL
Tonga,Natural gas (including LNG),2015,NULL,NULL
Tonga,Natural gas (including LNG),2020,NULL,NULL
Trinidad and Tobago,Natural gas (including LNG),2010,kilotonnes,5.8036
Trinidad and Tobago,Natural gas (including LNG),2015,kilotonnes,4.8774
Trinidad and Tobago,Natural gas (including LNG),2020,kilotonnes,2.8119
Tunisia,Natural gas (including LNG),2010,kilotonnes,15.2592
Tunisia,Natural gas (including LNG),2015,kilotonnes,51.5559
Tunisia,Natural gas (including LNG),2020,kilotonnes,70.5738
Türkiye,Natural gas (including LNG),2010,kilotonnes,57.5586
Türkiye,Natural gas (including LNG),2015,kilotonnes,286.2783
Türkiye,Natural gas (including LNG),2020,kilotonnes,518.0274
Turkmenistan,Natural gas (including LNG),2010,kilotonnes,149.9518
Turkmenistan,Natural gas (including LNG),2015,kilotonnes,226.3528
Turkmenistan,Natural gas (including LNG),2020,kilotonnes,155.6918
Turks and Caicos Islands,Natural gas (including LNG),2010,NULL,NULL
Turks and Caicos Islands,Natural gas (including LNG),2015,NULL,NULL
Turks and Caicos Islands,Natural gas (including LNG),2020,NULL,NULL
Tuvalu,Natural gas (including LNG),2010,NULL,NULL
Tuvalu,Natural gas (including LNG),2015,NULL,NULL
Tuvalu,Natural gas (including LNG),2020,NULL,NULL
Uganda,Natural gas (including LNG),2010,NULL,NULL
Uganda,Natural gas (including LNG),2015,NULL,NULL
Uganda,Natural gas (including LNG),2020,NULL,NULL
Ukraine,Natural gas (including LNG),2010,kilotonnes,334.5804
Ukraine,Natural gas (including LNG),2015,kilotonnes,336.5439
Ukraine,Natural gas (including LNG),2020,kilotonnes,315.641
United Arab Emirates,Natural gas (including LNG),2010,kilotonnes,2393.2605
United Arab Emirates,Natural gas (including LNG),2015,kilotonnes,1121.0299
United Arab Emirates,Natural gas (including LNG),2020,kilotonnes,314.99
United Kingdom of Great Britain and Northern Ireland,Natural gas (including LNG),2010,kilotonnes,276.4608
United Kingdom of Great Britain and Northern Ireland,Natural gas (including LNG),2015,kilotonnes,198.4257
United Kingdom of Great Britain and Northern Ireland,Natural gas (including LNG),2020,kilotonnes,209.3652
United Republic of Tanzania,Natural gas (including LNG),2010,kilotonnes,0.9994
United Republic of Tanzania,Natural gas (including LNG),2015,kilotonnes,2.3242
United Republic of Tanzania,Natural gas (including LNG),2020,kilotonnes,3.8538
United States of America,Natural gas (including LNG),2010,kilotonnes,3895.8084
United States of America,Natural gas (including LNG),2015,kilotonnes,3782.4864
United States of America,Natural gas (including LNG),2020,kilotonnes,4012.5301
United States Virgin Islands,Natural gas (including LNG),2010,NULL,NULL
United States Virgin Islands,Natural gas (including LNG),2015,NULL,NULL
United States Virgin Islands,Natural gas (including LNG),2020,NULL,NULL
Uruguay,Natural gas (including LNG),2010,kilotonnes,2.6493
Uruguay,Natural gas (including LNG),2015,kilotonnes,1.8397
Uruguay,Natural gas (including LNG),2020,kilotonnes,2.4488
USSR,Natural gas (including LNG),2010,NULL,NULL
USSR,Natural gas (including LNG),2015,NULL,NULL
USSR,Natural gas (including LNG),2020,NULL,NULL
Uzbekistan,Natural gas (including LNG),2010,kilotonnes,319.7139
Uzbekistan,Natural gas (including LNG),2015,kilotonnes,64.1279
Uzbekistan,Natural gas (including LNG),2020,kilotonnes,98.2995
Vanuatu,Natural gas (including LNG),2010,NULL,NULL
Vanuatu,Natural gas (including LNG),2015,NULL,NULL
Vanuatu,Natural gas (including LNG),2020,NULL,NULL
Venezuela (Bolivarian Republic of),Natural gas (including LNG),2010,kilotonnes,782.7635
Venezuela (Bolivarian Republic of),Natural gas (including LNG),2015,kilotonnes,302.4842
Venezuela (Bolivarian Republic of),Natural gas (including LNG),2020,kilotonnes,280.3759
Viet Nam,Natural gas (including LNG),2010,kilotonnes,17.5859
Viet Nam,Natural gas (including LNG),2015,kilotonnes,30.1588
Viet Nam,Natural gas (including LNG),2020,kilotonnes,15.2062
Wallis and Futuna Islands,Natural gas (including LNG),2010,NULL,NULL
Wallis and Futuna Islands,Natural gas (including LNG),2015,NULL,NULL
Wallis and Futuna Islands,Natural gas (including LNG),2020,NULL,NULL
Western Sahara,Natural gas (including LNG),2010,NULL,NULL
Western Sahara,Natural gas (including LNG),2015,NULL,NULL
Western Sahara,Natural gas (including LNG),2020,NULL,NULL
Yemen,Natural gas (including LNG),2010,NULL,NULL
Yemen,Natural gas (including LNG),2015,NULL,NULL
Yemen,Natural gas (including LNG),2020,NULL,NULL
Yugoslav SFR,Natural gas (including LNG),2010,NULL,NULL
Yugoslav SFR,Natural gas (including LNG),2015,NULL,NULL
Yugoslav SFR,Natural gas (including LNG),2020,NULL,NULL
Zambia,Natural gas (including LNG),2010,NULL,NULL
Zambia,Natural gas (including LNG),2015,NULL,NULL
Zambia,Natural gas (including LNG),2020,NULL,NULL
Zimbabwe,Natural gas (including LNG),2010,NULL,NULL
Zimbabwe,Natural gas (including LNG),2015,NULL,NULL
Zimbabwe,Natural gas (including LNG),2020,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
,,,NULL,NULL
